"name","type","tier","tier_name","Private_or_public","state","Female","Parents mean","Parentsq1","Parentsq5","Parentstop1pc","Kidsmean","Kidsq5","Kidstop1pc"
"Simpson University","2","6","Selective private","Private","CA","0.6300565363558033","89041.90644734784","0.064028375288465","0.2293250460765558","0.011236421383521","35757.83329032832","0.1956851637901367","0.0093245045939479"
"Solano Community College","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5122089079261218","87508.3391516877","0.0793035876650665","0.2774107425012382","0.0011055383458248","38895.37011783068","0.2525000180970338","0.0031171181966853"
"Sonoma State University","1","5","Selective public","Public","CA","0.6588581020762891","147106.3358829875","0.0501663968170531","0.5172488269193487","0.0211334331511762","50419.0773144854","0.3740645456351398","0.0103053625035559"
"Southwestern Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.4985109361933831","66043.24526579442","0.2021016314438895","0.1320378653249663","0.0017366412640407","32970.82164600943","0.1588027530127322","0.0033664616706128"
"Stanford University","2","1","Ivy Plus","Private","CA","0.5074366186314505","472210.529161629","0.0357952045765329","0.6899555751174831","0.1447945323900276","174059.0453018521","0.6727315541772482","0.2091416511192277"
"State Center Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5029514715036989","62990.5543990734","0.2474594060649961","0.1289031298587547","0.0022781309776008","30411.31555850796","0.1560939367927823","0.0025721159089736"
"Summit College","3","12","Less than two-year schools of any type","NA","CA","0.8363207748243019","54286.06211844044","0.3292276318649106","0.0758433380616624","0.0013881429267224","25353.24785037996","0.1050127223317716","0.00071498892284"
"Taft College","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5320020367364465","71812.95834647905","0.1631760460919639","0.1687868201773866","0.0009790851327395","37623.60947467138","0.2384884031232072","0.005027779130833"
"United Education Institute","3","11","Two-year for-profit","NA","CA","0.7405865542025696","35004.68340709943","0.423698156698004","0.0213965695639979","0.0002125859288206","22615.28371948766","0.0632018916966881","0.0006850018646908"
"""Universal Technical Institute of Rancho Cucamonga, CA""","3","11","Two-year for-profit","NA","CA","0.0194122445283669","75764.72929532858","0.137849888244639","0.1667074833713781","0.0024697700677431","43138.19657561362","0.3162618625456152","0.0032881821748421"
"""University Of California, Berkeley""","1","3","Highly selective public","Public","CA","0.5335428888973227","194452.1916312261","0.0884233747708399","0.5134979498855299","0.0471170948093166","93578.78176527697","0.5987550854408098","0.1011310871265566"
"""University Of California, Davis""","1","5","Selective public","Public","CA","0.5806024006039928","158390.0812518247","0.085837569555292","0.487828881162809","0.0266864104500966","72099.31765750125","0.5580714371539948","0.0436265703645851"
"""University Of California, Irvine""","1","3","Highly selective public","Public","CA","0.5298057449423714","121501.6514138434","0.1224690512953658","0.4043969827504003","0.0159645050547448","68174.46898358034","0.54315451663875","0.0359423595302786"
"""University Of California, Los Angeles""","1","2","Other elite schools (public and private)","Private","CA","0.5601707337616431","171784.8011041579","0.102426885395423","0.4775324270325769","0.0368243884093248","82856.58800532055","0.5899274535989911","0.0816029543049871"
"""University Of California, Riverside""","1","5","Selective public","Public","CA","0.5510221353861907","102472.0093611219","0.1466872312901389","0.3177497848731238","0.0085811093422019","59668.70068586546","0.4668682582064812","0.0274281664246287"
"""University Of California, San Diego""","1","3","Highly selective public","Public","CA","0.5397530535374073","176468.6574369512","0.0877723580039078","0.5005042003365335","0.0335675651133015","79191.14698970672","0.5845163382183711","0.0634073026368746"
"""University Of California, Santa Barbara""","1","3","Highly selective public","Public","CA","0.5631059735607449","192472.4304264081","0.0621150315263042","0.5506936032732764","0.0381284369861702","71105.52184797966","0.5325664623532336","0.0475133376000738"
"""University Of California, Santa Cruz""","1","5","Selective public","Public","CA","0.5667661650918981","182158.5701801601","0.0737469868075069","0.5217307180409969","0.0265090777404156","53540.2445290258","0.3945358734781539","0.0216186287899106"
"University Of La Verne","2","6","Selective private","Private","CA","0.6329686911863701","98916.00026467582","0.1208408560443477","0.2782415931240825","0.0102737369320451","56189.73180125584","0.4291345885816175","0.019920804638996"
"University Of Redlands","2","6","Selective private","Private","CA","0.5775193345526721","209235.6738805579","0.0530984824229953","0.4667962954017674","0.0499695500127671","55441.39038577496","0.4136857206520649","0.0227770230656448"
"University Of San Diego","2","4","Highly selective private","Private","CA","0.6252399287512055","315023.0151421953","0.0492551767499251","0.5879400952537459","0.1227379724734863","72549.48045650306","0.5162360044295149","0.0531518382262757"
"University Of San Francisco","2","6","Selective private","Private","CA","0.6639557670865366","242149.4808101979","0.0586394265820992","0.4791858717959519","0.0618427546921177","69600.16216843046","0.509349233218372","0.0353497095432667"
"University Of Southern California","2","2","Other elite schools (public and private)","Private","CA","0.5086115414488651","285910.4065639332","0.0720924430033912","0.5332344506033759","0.1002138953564026","92409.22638847181","0.5623087626258525","0.0783050343375263"
"University Of The Pacific","2","6","Selective private","Private","CA","0.6015401030641855","202079.9263356719","0.0855273891077073","0.4325988081166738","0.0396417047581155","68705.45715140988","0.5372663228399023","0.0332434089085882"
"Vanguard University Of Southern California","2","6","Selective private","Private","CA","0.6237972469667126","119919.5007693308","0.0618307987062176","0.3164781098318822","0.0187172480405472","41389.99464177358","0.2628760480454455","0.013726747278865"
"Ventura County Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.4957547868600539","95888.39963060402","0.1310368583845276","0.2880863917411181","0.0076801351584735","36632.46611118304","0.2208793154416534","0.0058585937267314"
"Victor Valley Community College","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5204215666830424","67682.33843840667","0.1772058268931902","0.1456980622813717","0.0012299064107451","32231.85403507314","0.1988005408075109","0.0039755469149467"
"West Hills Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5431807836525562","60311.66402122852","0.2253512387366173","0.0985697815379921","0.0019806173044789","31395.34188888328","0.1675210153560505","0.0021507450600517"
"West Valley-Mission Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.4784203816707567","127606.0561828743","0.0861019673703819","0.3758535070474769","0.0146908180472041","42638.32223322523","0.2914302009166298","0.0103661246731315"
"Westmont College","2","4","Highly selective private","Private","CA","0.62361218525021","293421.6731231765","0.037199787933173","0.5992566426535506","0.0933779654138977","57369.46232480841","0.3824798274169078","0.0378469151911193"
"Westwood College - Los Angeles","3","10","Four-year for-profit","NA","CA","0.3929701485083066","48385.38267342467","0.2694493394654504","0.0518617111809669","0.0014308349728098","30488.57819703511","0.1389628864883339","0.0019887498031302"
"Westwood College - South Bay","3","10","Four-year for-profit","NA","CA","0.3711052261144525","49891.94393395967","0.3041840927803664","0.0818459177301857","0.0007091286395827","29111.49305388339","0.124728504125878","0.0010616717932843"
"Whittier College","2","6","Selective private","Private","CA","0.564278916296256","198170.0397576361","0.0788980085094126","0.4270883223704987","0.0546617424276325","51710.16999709496","0.3862279760699393","0.0207806786632235"
"Woodbury University","2","6","Selective private","Private","CA","0.611058154951255","106416.8121847983","0.1869057386098301","0.2133060755573079","0.022754950765574","45386.35045929395","0.3658689469918958","0.0028950082681304"
"Yosemite Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5098321609396591","75045.32366019741","0.1403910800125576","0.1744804601068089","0.0030296825750117","34299.25386237988","0.2086528233427669","0.0033310887791975"
"Yuba Community College District","1","9","Two-year (public and private not-for-profit)","Private","CA","0.5501028313424112","61468.37070753292","0.2039845048928249","0.1005211087629412","0.0005986025768484","30748.12032551384","0.1629322134105881","0.002270950391175"
